edge_id,source_id,relation,target_id,evidence_ids,confidence,valid_from,valid_to,qualifiers_json,review_status
EDGE_000758,PLACE_000020,HAS_ADDRESS,ADDRESS_000017,EVD_000332,0.85,,,"{""source_datasets"":[""den_quan_thanh""],""verification"":""web_source_checked"",""address_scope"":""contact_address_of_monument"",""conflicting_house_number"":""190"",""needs_address_verification"":true}",approved
EDGE_000759,PLACE_000020,LOCATED_IN,LOCATION_000018,EVD_000332,0.95,,,"{""source_datasets"":[""den_quan_thanh""],""verification"":""web_source_checked""}",approved
EDGE_000760,PLACE_000020,LOCATED_IN,ADMIN_000001,EVD_000332,0.95,,,"{""source_datasets"":[""den_quan_thanh""],""verification"":""web_source_checked""}",approved
EDGE_000761,PLACE_000020,LOCATED_IN,ADMIN_000002,EVD_000332,0.95,,,"{""source_datasets"":[""den_quan_thanh""],""verification"":""web_source_checked""}",approved
EDGE_000762,PLACE_000020,NEAR,PLACE_000019,EVD_000337,0.95,,,"{""source_datasets"":[""den_quan_thanh""],""verification"":""web_source_checked"",""proximity_basis"":""source_describes_adjacent_to_lake"",""distance_not_measured"":true}",approved
EDGE_000763,PLACE_000020,HAS_COMPONENT,ARCH_000164,EVD_000335,0.95,,,"{""source_datasets"":[""den_quan_thanh""],""verification"":""web_source_checked""}",approved
EDGE_000764,PLACE_000020,HAS_COMPONENT,ARCH_000165,EVD_000335,0.95,,,"{""source_datasets"":[""den_quan_thanh""],""verification"":""web_source_checked""}",approved
EDGE_000765,PLACE_000020,HAS_COMPONENT,ARCH_000166,EVD_000335,0.95,,,"{""source_datasets"":[""den_quan_thanh""],""verification"":""web_source_checked""}",approved
EDGE_000766,PLACE_000020,HAS_COMPONENT,ARCH_000167,EVD_000335,0.95,,,"{""source_datasets"":[""den_quan_thanh""],""verification"":""web_source_checked""}",approved
EDGE_000767,PLACE_000020,HAS_COMPONENT,ARCH_000168,EVD_000335,0.95,,,"{""source_datasets"":[""den_quan_thanh""],""verification"":""web_source_checked""}",approved
EDGE_000768,PLACE_000020,HAS_COMPONENT,ARCH_000169,EVD_000338,0.95,,,"{""source_datasets"":[""den_quan_thanh""],""verification"":""web_source_checked""}",approved
EDGE_000769,PLACE_000020,HAS_COMPONENT,HOBJ_000050,EVD_000341,0.95,,,"{""source_datasets"":[""den_quan_thanh""],""verification"":""web_source_checked""}",approved
EDGE_000770,ARCH_000164,HAS_COMPONENT,HOBJ_000051,EVD_000338,0.95,,,"{""source_datasets"":[""den_quan_thanh""],""verification"":""web_source_checked""}",approved
EDGE_000771,PLACE_000020,HAS_COMPONENT,HOBJ_000052,EVD_000340,0.95,,,"{""source_datasets"":[""den_quan_thanh""],""verification"":""web_source_checked""}",approved
EDGE_000772,PLACE_000020,HAS_COMPONENT,HOBJ_000053,EVD_000340,0.95,,,"{""source_datasets"":[""den_quan_thanh""],""verification"":""web_source_checked""}",approved
