edge_id,source_id,relation,target_id,evidence_ids,confidence,valid_from,valid_to,qualifiers_json,review_status
EDGE_001776,PLACE_000052,HAS_ADDRESS,ADDRESS_000041,EVD_000693,1.00,,,{},approved
EDGE_001777,PLACE_000052,ESTABLISHED_IN,TIME_000166,EVD_000694,1.00,,,{},approved
EDGE_001778,PLACE_000052,ESTABLISHED_BY,ORG_000029,EVD_000694,1.00,,,{},approved
EDGE_001779,PLACE_000052,MANAGED_BY,ORG_000030,EVD_000695,1.00,,,{},approved
EDGE_001780,PLACE_000052,HAS_CATEGORY,CATEGORY_000012,EVD_000696,1.00,,,{},approved
EDGE_001781,PLACE_000052,RECOGNIZED_AS,HSTATUS_000011,EVD_000697,0.95,,,{},approved
EDGE_001782,PLACE_000052,HAS_COMPONENT,ARCH_000341,EVD_000699,1.00,,,{},approved
EDGE_001783,PLACE_000052,HAS_COMPONENT,ARCH_000342,EVD_000699,1.00,,,{},approved
EDGE_001784,PLACE_000052,HAS_COMPONENT,HOBJ_000149,EVD_000710,1.00,,,{},approved
EDGE_001785,ARCH_000342,HAS_COMPONENT,HOBJ_000151,EVD_000700|EVD_000701,1.00,,,{},approved
EDGE_001786,ARCH_000342,HAS_COMPONENT,HOBJ_000152,EVD_000700|EVD_000702,1.00,,,{},approved
EDGE_001787,ARCH_000342,HAS_COMPONENT,HOBJ_000150,EVD_000700|EVD_000703,1.00,,,{},approved
EDGE_001788,ARCH_000341,USED_FOR,ACTIVITY_000065,EVD_000704,1.00,,,{},approved
EDGE_001789,ARCH_000342,USED_FOR,ACTIVITY_000066,EVD_000705,1.00,,,{},approved
EDGE_001790,HOBJ_000149,USED_FOR,ACTIVITY_000067,EVD_000710,1.00,,,{},approved
EDGE_001791,PLACE_000052,HAS_ACTIVITY,ACTIVITY_000005,EVD_000706,1.00,,,{},approved
EDGE_001792,PLACE_000052,HAS_ACTIVITY,ACTIVITY_000065,EVD_000706,1.00,,,{},approved
EDGE_001793,PLACE_000052,HAS_ACTIVITY,ACTIVITY_000009,EVD_000706,1.00,,,{},approved
EDGE_001794,PLACE_000052,ASSOCIATED_WITH_PERSON,PERSON_000076,EVD_000711,1.00,,,{},approved
EDGE_001795,PERSON_000076,HELD_ROLE,ROLE_000008,EVD_000711,1.00,,,{},approved
EDGE_001796,PLACE_000052,HAS_EVENT,EVENT_000099,EVD_000694,1.00,,,{},approved
EDGE_001797,EVENT_000099,OCCURRED_IN,TIME_000166,EVD_000694,1.00,,,{},approved
EDGE_001798,PLACE_000052,HAS_EVENT,EVENT_000100,EVD_000698,1.00,,,{},approved
EDGE_001799,EVENT_000100,OCCURRED_IN,TIME_000167,EVD_000698,1.00,,,{},approved
EDGE_001800,PLACE_000052,HAS_EVENT,EVENT_000101,EVD_000707,1.00,,,{},approved
EDGE_001801,EVENT_000101,OCCURRED_IN,TIME_000168,EVD_000707,1.00,,,{},approved
EDGE_001802,PLACE_000052,RENOVATED_IN,TIME_000168,EVD_000707,1.00,,,{},approved
EDGE_001803,PLACE_000052,HAS_EVENT,EVENT_000102,EVD_000707,1.00,,,{},approved
EDGE_001804,EVENT_000102,OCCURRED_IN,TIME_000169,EVD_000707,1.00,,,{},approved
EDGE_001805,PLACE_000052,RENOVATED_IN,TIME_000169,EVD_000707,1.00,,,{},approved
EDGE_001806,PLACE_000052,HAS_EVENT,EVENT_000103,EVD_000707,1.00,,,{},approved
EDGE_001807,EVENT_000103,OCCURRED_IN,TIME_000149,EVD_000707,1.00,,,{},approved
EDGE_001808,PLACE_000052,RENOVATED_IN,TIME_000149,EVD_000707,1.00,,,{},approved
EDGE_001809,PLACE_000052,HAS_EVENT,EVENT_000104,EVD_000708,1.00,,,{},approved
EDGE_001810,EVENT_000104,OCCURRED_IN,TIME_000170,EVD_000708,1.00,,,{},approved
EDGE_001811,PLACE_000052,RENOVATED_IN,TIME_000170,EVD_000708,1.00,,,{},approved
EDGE_001812,PLACE_000052,HAS_EVENT,EVENT_000105,EVD_000709,1.00,,,{},approved
EDGE_001813,EVENT_000105,OCCURRED_IN,TIME_000171,EVD_000709,1.00,,,{},approved
EDGE_001814,PLACE_000052,HAS_EVENT,EVENT_000106,EVD_000712,1.00,,,{},approved
EDGE_001815,EVENT_000106,OCCURRED_IN,TIME_000172,EVD_000713,1.00,,,{},approved
EDGE_001816,EVENT_000106,INVOLVED_PERSON,PERSON_000077,EVD_000714,1.00,,,{},approved
EDGE_001817,EVENT_000106,INVOLVED_PERSON,PERSON_000078,EVD_000714,1.00,,,{},approved
EDGE_001818,PERSON_000077,HELD_ROLE,ROLE_000009,EVD_000714,1.00,,,{},approved
EDGE_001819,PERSON_000078,HELD_ROLE,ROLE_000009,EVD_000714,1.00,,,{},approved
