edge_id,source_id,relation,target_id,evidence_ids,confidence,valid_from,valid_to,qualifiers_json,review_status
EDGE_001939,PLACE_000061,HAS_ADDRESS,ADDRESS_000045,EVD_000772,1.00,,,"{""entrance"":""main""}",approved
EDGE_001940,PLACE_000061,BUILT_IN,TIME_000184,EVD_000773,0.98,,,"{""construction_phase"":""initial_construction""}",approved
EDGE_001941,PLACE_000061,ESTABLISHED_IN,TIME_000184,EVD_000773,1.00,,,{},approved
EDGE_001942,PLACE_000061,ESTABLISHED_BY,ORG_000035,EVD_000773,0.95,,,{},approved
EDGE_001943,PLACE_000061,HAS_MEASUREMENT,VALUE_000122,EVD_000774,1.00,,,"{""measurement_kind"":""minimum_area"",""scope"":""current_area""}",approved
EDGE_001944,PLACE_000061,HAS_CATEGORY,CATEGORY_000024,EVD_000775,1.00,,,{},approved
EDGE_001945,PLACE_000061,HAS_CATEGORY,CATEGORY_000020,EVD_000775,0.98,,,{},approved
EDGE_001946,PLACE_000061,HAS_CATEGORY,CATEGORY_000021,EVD_000775,0.98,,,{},approved
EDGE_001947,PLACE_000061,HAS_COMPONENT,ARCH_000360,EVD_000777,0.98,,,{},approved
EDGE_001948,PLACE_000061,HAS_COMPONENT,PLACE_000062,EVD_000776,1.00,,,{},approved
EDGE_001949,PLACE_000061,HAS_COMPONENT,PLACE_000063,EVD_000781,1.00,,,{},approved
EDGE_001950,PLACE_000061,HAS_COMPONENT,ARCH_000361,EVD_000781,1.00,,,{},approved
EDGE_001951,PLACE_000061,HAS_COMPONENT,ARCH_000362,EVD_000780,1.00,,,{},approved
EDGE_001952,PLACE_000061,HAS_COMPONENT,PLACE_000064,EVD_000780,1.00,,,{},approved
EDGE_001953,PLACE_000061,HAS_COMPONENT,ARCH_000363,EVD_000776|EVD_000780,1.00,,,{},approved
EDGE_001954,PLACE_000061,HAS_COMPONENT,ARCH_000359,EVD_000776,1.00,,,{},approved
EDGE_001955,PLACE_000061,HAS_COMPONENT,ARCH_000358,EVD_000778,1.00,,,{},approved
EDGE_001956,PLACE_000061,HAS_COMPONENT,ARCH_000364,EVD_000779,1.00,,,{},approved
EDGE_001957,ARCH_000360,HAS_COMPONENT,HOBJ_000154,EVD_000777,1.00,,,{},approved
EDGE_001958,ARCH_000360,HAS_COMPONENT,HOBJ_000155,EVD_000777,1.00,,,{},approved
EDGE_001959,PLACE_000061,HAS_ACTIVITY,ACTIVITY_000077,EVD_000778,1.00,,,{},approved
EDGE_001960,PLACE_000061,HAS_ACTIVITY,ACTIVITY_000068,EVD_000778,1.00,,,{},approved
EDGE_001961,PLACE_000061,HAS_ACTIVITY,ACTIVITY_000078,EVD_000778,1.00,,,{},approved
EDGE_001962,PLACE_000061,HAS_ACTIVITY,ACTIVITY_000071,EVD_000778,1.00,,,{},approved
EDGE_001963,ARCH_000359,USED_FOR,ACTIVITY_000077,EVD_000776|EVD_000778,0.98,,,{},approved
EDGE_001964,ARCH_000360,USED_FOR,ACTIVITY_000078,EVD_000777|EVD_000778,0.98,,,{},approved
EDGE_001965,ARCH_000358,USED_FOR,ACTIVITY_000071,EVD_000778,1.00,,,{},approved
EDGE_001966,ARCH_000361,USED_FOR,ACTIVITY_000079,EVD_000781,1.00,,,{},approved
EDGE_001967,PLACE_000061,MANAGED_BY,ORG_000036,EVD_000779,1.00,,,{},approved
EDGE_001968,ARCH_000361,HONORS,PERSON_000086,EVD_000781,1.00,,,{},approved
EDGE_001969,ARCH_000361,ASSOCIATED_WITH_PERSON,PERSON_000008,EVD_000781,0.98,,,{},approved
EDGE_001970,ARCH_000361,ASSOCIATED_WITH_DYNASTY,DYNASTY_000001,EVD_000781,1.00,,,{},approved
EDGE_001971,PERSON_000008,HELD_ROLE,ROLE_000016,EVD_000781,1.00,,,{},approved
EDGE_001972,ARCH_000361,RECOGNIZED_AS,HSTATUS_000013,EVD_000783,1.00,,,{},approved
EDGE_001973,ARCH_000361,RECOGNIZED_IN,TIME_000116,EVD_000783,1.00,,,"{""designation"":""Di tích Lịch sử văn hóa, Kiến trúc - Nghệ thuật cấp Thành phố""}",approved
EDGE_001974,ARCH_000361,BUILT_WITH,MATERIAL_000010,EVD_000782,1.00,,,"{""scope"":""roof""}",approved
EDGE_001975,ARCH_000361,BUILT_WITH,MATERIAL_000019,EVD_000782,1.00,,,"{""scope"":""load_bearing_frame""}",approved
EDGE_001976,ARCH_000361,HAS_ARCHITECTURAL_STYLE,ASTYLE_000021,EVD_000782,1.00,,,{},approved
EDGE_001977,PLACE_000061,HAS_CULTURAL_LAYER,HPERIOD_000004,EVD_000773,0.90,,,{},approved
EDGE_001978,PLACE_000061,HAS_EVENT,EVENT_000115,EVD_000784,1.00,,,{},approved
EDGE_001979,EVENT_000115,OCCURRED_IN,TIME_000185,EVD_000784,1.00,,,{},approved
EDGE_001980,EVENT_000115,INVOLVED_PERSON,PERSON_000087,EVD_000784,1.00,,,"{""participation"":""speaker""}",approved
EDGE_001981,EVENT_000115,INVOLVED_PERSON,PERSON_000088,EVD_000784,1.00,,,"{""participation"":""attendee""}",approved
EDGE_001982,PERSON_000087,HELD_ROLE,ROLE_000017,EVD_000784,1.00,,,"{""as_of"":""2024-12-21""}",approved
EDGE_001983,PERSON_000088,HELD_ROLE,ROLE_000018,EVD_000784,1.00,,,"{""as_of"":""2024-12-21""}",approved
EDGE_001984,PLACE_000061,HAS_EVENT,EVENT_000116,EVD_000785,1.00,,,{},approved
EDGE_001985,EVENT_000116,OCCURRED_IN,TIME_000186,EVD_000785,1.00,,,{},approved
EDGE_001986,PLACE_000061,RENOVATED_IN,TIME_000186,EVD_000785,0.92,,,"{""renovation_scope"":""fence_removal_and_open_space_phase""}",approved
