edge_id,source_id,relation,target_id,evidence_ids,confidence,valid_from,valid_to,qualifiers_json,review_status
EDGE_000095,PLACE_000003,BUILT_IN,TIME_000006,EVD_000187,1.00,,,"{""source_relations"":[""built_in""],""source_datasets"":[""hoang_thanh_thang_long""],""construction_phase"":""completion""}",approved
EDGE_000096,PLACE_000003,BUILT_BY,DYNASTY_000006,EVD_000187,0.95,,,"{""source_relations"":[""built_by""],""source_datasets"":[""hoang_thanh_thang_long""]}",approved
EDGE_000097,PLACE_000003,ASSOCIATED_WITH_PERSON,PERSON_000004,EVD_000187,1.00,,,"{""source_relations"":[""associated_with_person""],""source_datasets"":[""hoang_thanh_thang_long""]}",approved
EDGE_000098,PLACE_000003,ASSOCIATED_WITH_DYNASTY,DYNASTY_000006,EVD_000187,1.00,,,"{""source_relations"":[""associated_with_dynasty""],""source_datasets"":[""hoang_thanh_thang_long""]}",approved
EDGE_000278,PLACE_000003,HAS_COMPONENT,ARCH_000050,EVD_000189,0.95,,,"{""source_datasets"":[""cot_co_ha_noi""],""verification"":""web_source_checked""}",approved
EDGE_000279,PLACE_000003,HAS_COMPONENT,ARCH_000051,EVD_000189,0.95,,,"{""source_datasets"":[""cot_co_ha_noi""],""verification"":""web_source_checked""}",approved
EDGE_000280,PLACE_000003,HAS_COMPONENT,ARCH_000052,EVD_000189,0.95,,,"{""source_datasets"":[""cot_co_ha_noi""],""verification"":""web_source_checked""}",approved
EDGE_000281,PLACE_000003,HAS_COMPONENT,ARCH_000053,EVD_000189,0.95,,,"{""source_datasets"":[""cot_co_ha_noi""],""verification"":""web_source_checked""}",approved
EDGE_000282,PLACE_000003,HAS_COMPONENT,ARCH_000054,EVD_000189,0.95,,,"{""source_datasets"":[""cot_co_ha_noi""],""verification"":""web_source_checked""}",approved
EDGE_000283,ARCH_000053,HAS_COMPONENT,ARCH_000055,EVD_000192,0.95,,,"{""source_datasets"":[""cot_co_ha_noi""],""verification"":""web_source_checked""}",approved
EDGE_000284,ARCH_000053,HAS_COMPONENT,ARCH_000059,EVD_000192,0.95,,,"{""source_datasets"":[""cot_co_ha_noi""],""verification"":""web_source_checked""}",approved
