edge_id,source_id,relation,target_id,evidence_ids,confidence,valid_from,valid_to,qualifiers_json,review_status
EDGE_001987,PLACE_000065,HAS_ADDRESS,ADDRESS_000032,EVD_000786,1.00,,,"{""address_precision"":""street_bounding_area""}",approved
EDGE_001988,PLACE_000065,BUILT_IN,TIME_000009,EVD_000787,0.86,,,"{""construction_phase"":""initial_construction"",""needs_historical_verification"":true}",approved
EDGE_001989,PLACE_000065,HAS_MEASUREMENT,VALUE_000123,EVD_000786,1.00,,,"{""measurement_kind"":""minimum_area""}",approved
EDGE_001990,PLACE_000065,HAS_CATEGORY,CATEGORY_000020,EVD_000788,1.00,,,{},approved
EDGE_001991,PLACE_000065,HAS_CATEGORY,CATEGORY_000020,EVD_000788,1.00,,,{},approved
EDGE_001992,PLACE_000065,HAS_COMPONENT,ARCH_000365,EVD_000789,1.00,,,{},approved
EDGE_001993,PLACE_000065,HAS_COMPONENT,ARCH_000366,EVD_000789|EVD_000791,1.00,,,{},approved
EDGE_001994,PLACE_000065,HAS_COMPONENT,ARCH_000367,EVD_000789,1.00,,,{},approved
EDGE_001995,PLACE_000065,HAS_COMPONENT,ARCH_000358,EVD_000789,1.00,,,{},approved
EDGE_001996,PLACE_000065,HAS_COMPONENT,ARCH_000356,EVD_000789,1.00,,,{},approved
EDGE_001997,PLACE_000065,HAS_COMPONENT,ARCH_000359,EVD_000789,1.00,,,{},approved
EDGE_001998,PLACE_000065,HAS_COMPONENT,ARCH_000368,EVD_000790,1.00,,,{},approved
EDGE_001999,PLACE_000065,HAS_COMPONENT,ARCH_000369,EVD_000790,1.00,,,{},approved
EDGE_002000,PLACE_000065,HAS_COMPONENT,ARCH_000370,EVD_000790,1.00,,,{},approved
EDGE_002001,PLACE_000065,HAS_COMPONENT,ARCH_000371,EVD_000790,1.00,,,{},approved
EDGE_002002,PLACE_000065,HAS_COMPONENT,ARCH_000372,EVD_000790,1.00,,,{},approved
EDGE_002003,PLACE_000065,HAS_COMPONENT,ARCH_000373,EVD_000790,1.00,,,{},approved
EDGE_002004,ARCH_000366,BUILT_WITH,MATERIAL_000020,EVD_000791,1.00,,,"{""scope"":""bridge_structure""}",approved
EDGE_002005,ARCH_000366,BUILT_WITH,MATERIAL_000005,EVD_000791,1.00,,,"{""scope"":""foundation_and_piers""}",approved
EDGE_002006,ARCH_000366,BUILT_WITH,MATERIAL_000021,EVD_000791,1.00,,,"{""scope"":""bridge_surface""}",approved
EDGE_002007,PLACE_000065,HAS_ACTIVITY,ACTIVITY_000069,EVD_000792,1.00,,,{},approved
EDGE_002008,PLACE_000065,HAS_ACTIVITY,ACTIVITY_000068,EVD_000792,1.00,,,{},approved
EDGE_002009,PLACE_000065,HAS_ACTIVITY,ACTIVITY_000071,EVD_000792,1.00,,,{},approved
EDGE_002010,PLACE_000065,HAS_ACTIVITY,ACTIVITY_000080,EVD_000792,1.00,,,{},approved
EDGE_002011,PLACE_000065,HAS_ACTIVITY,ACTIVITY_000081,EVD_000792,1.00,,,{},approved
EDGE_002012,ARCH_000359,USED_FOR,ACTIVITY_000069,EVD_000793,1.00,,,{},approved
EDGE_002013,ARCH_000356,USED_FOR,ACTIVITY_000068,EVD_000793,1.00,,,{},approved
EDGE_002014,ARCH_000358,USED_FOR,ACTIVITY_000071,EVD_000793,1.00,,,{},approved
EDGE_002015,ARCH_000367,USED_FOR,ACTIVITY_000080,EVD_000793,1.00,,,{},approved
EDGE_002016,ARCH_000366,USED_FOR,ACTIVITY_000081,EVD_000794,0.98,,,{},approved
EDGE_002017,PLACE_000065,RENOVATED_IN,TIME_000187,EVD_000795,1.00,,,"{""renovation_phase"":""start""}",approved
EDGE_002018,PLACE_000065,HAS_EVENT,EVENT_000117,EVD_000795,1.00,,,{},approved
EDGE_002019,EVENT_000117,OCCURRED_IN,TIME_000187,EVD_000795,1.00,,,{},approved
EDGE_002020,PLACE_000065,HAS_EVENT,EVENT_000118,EVD_000796,1.00,,,{},approved
EDGE_002021,EVENT_000118,OCCURRED_IN,TIME_000188,EVD_000796,1.00,,,{},approved
EDGE_002022,EVENT_000118,INVOLVED_PERSON,PERSON_000089,EVD_000797,1.00,,,"{""participation"":""attendee_and_speaker""}",approved
EDGE_002023,PERSON_000089,HELD_ROLE,ROLE_000019,EVD_000797,1.00,,,"{""as_of"":""2026-01-29""}",approved
EDGE_002024,PLACE_000065,MANAGED_BY,ORG_000037,EVD_000797,0.88,,,"{""management_scope"":""operation_landscape_security_and_sanitation""}",approved
EDGE_002025,PLACE_000065,RECOGNIZED_AS,HSTATUS_000014,EVD_000796,1.00,,,"{""designation_scope"":""renovation_project_not_heritage_ranking""}",approved
EDGE_002026,PLACE_000065,RECOGNIZED_IN,TIME_000188,EVD_000796,1.00,,,"{""designation"":""Công trình cấp Thành phố chào mừng thành công Đại hội XIV của Đảng""}",approved
