evidence_id,source_id,primary_place_id,topic,normalized_text,text_kind,review_status
EVD_000786,SRC_000279,PLACE_000065,address_and_area,"Công viên Nghĩa Đô nằm tại đường Nguyễn Văn Huyên, phường Nghĩa Đô, thành phố Hà Nội, với diện tích hơn 42.000 mét vuông.",normalized_summary,approved
EVD_000787,SRC_000278,PLACE_000065,initial_construction,Dự án xây dựng Công viên Nghĩa Đô được phê duyệt và bắt đầu triển khai xây dựng vào năm 2002.,normalized_summary,approved
EVD_000788,SRC_000282,PLACE_000065,park_categories,Công viên Nghĩa Đô là một công viên đô thị và không gian xanh công cộng phục vụ cộng đồng dân cư phường Nghĩa Đô và thành phố Hà Nội.,normalized_summary,approved
EVD_000789,SRC_000280,PLACE_000065,landscape_and_activity_components,"Các hạng mục cảnh quan và hoạt động của Công viên Nghĩa Đô gồm hồ điều hòa, cầu đi bộ hình cây đàn, quảng trường trung tâm, khu vui chơi trẻ em, khu tập luyện thể dục thể thao và hệ thống đường dạo.",normalized_summary,approved
EVD_000790,SRC_000282,PLACE_000065,supporting_infrastructure,"Công viên Nghĩa Đô có hệ thống chiếu sáng, nhà bảo vệ, nhà điều hành, khu vệ sinh công cộng, nhà dịch vụ và nhà tập kết rác phục vụ quản lý, vận hành và sử dụng công viên.",normalized_summary,approved
EVD_000791,SRC_000279,PLACE_000065,bridge_materials,Cầu đi bộ hình cây đàn trong Công viên Nghĩa Đô sử dụng kết cấu thép định hình; móng và trụ cầu được làm bằng bê tông cốt thép; mặt cầu hoàn thiện bằng tấm nhựa giả gỗ trên sàn thép.,normalized_summary,approved
EVD_000792,SRC_000280,PLACE_000065,visitor_activities,"Công viên Nghĩa Đô phục vụ các hoạt động đi bộ, tập luyện thể dục thể thao, vui chơi dành cho trẻ em, sinh hoạt cộng đồng ngoài trời, tham quan và chụp ảnh.",normalized_summary,approved
EVD_000793,SRC_000280,PLACE_000065,component_functions,Hệ thống đường dạo của Công viên Nghĩa Đô được sử dụng cho hoạt động đi bộ; khu tập luyện phục vụ thể dục thể thao; khu vui chơi phục vụ trẻ em; quảng trường trung tâm phục vụ sinh hoạt cộng đồng ngoài trời.,normalized_summary,approved
EVD_000794,SRC_000279,PLACE_000065,bridge_function,"Cầu đi bộ hình cây đàn trong Công viên Nghĩa Đô kết nối các lối đi qua hồ, đồng thời phục vụ người dân và du khách tham quan, chụp ảnh.",normalized_summary,approved
EVD_000795,SRC_000281,PLACE_000065,renovation_start,"Công viên Nghĩa Đô bắt đầu được cải tạo, sửa chữa vào ngày 25 tháng 2 năm 2025; dự án nâng cấp các cổng, hàng rào, hồ nước, khu vui chơi, khu thể thao, đường dạo và các công trình phục vụ.",normalized_summary,approved
EVD_000796,SRC_000282,PLACE_000065,inauguration_and_city_designation,"Ngày 29 tháng 1 năm 2026, công trình cải tạo, sửa chữa Công viên Nghĩa Đô được khánh thành và gắn biển Công trình cấp Thành phố chào mừng thành công Đại hội đại biểu toàn quốc lần thứ XIV của Đảng.",normalized_summary,approved
EVD_000797,SRC_000282,PLACE_000065,management_and_inauguration_participant,"Chính quyền phường Nghĩa Đô được yêu cầu nâng cao trách nhiệm quản lý, khai thác, bảo vệ cảnh quan, cây xanh và vệ sinh môi trường tại Công viên Nghĩa Đô; Nguyễn Thanh Tùng, Giám đốc Công an thành phố Hà Nội, tham dự và phát biểu tại lễ khánh thành công trình ngày 29 tháng 1 năm 2026.",normalized_summary,approved
