node_id,canonical_name,type,admin_level,aliases,normalized_key,numeric_value,unit,value_kind,review_status
ACTIVITY_000005,Xem trưng bày hiện vật,Activity,,Tham quan nhà trưng bày,xem_trung_bay_hien_vat,,,,approved
ACTIVITY_000010,"Tham quan, nghiên cứu và học tập",Activity,,Tham quan và nghiên cứu di tích,tham_quan_nghien_cuu_va_hoc_tap,,,,approved
ACTIVITY_000050,Trải nghiệm hoạt động sáng tạo về văn hóa Hà Nội,Activity,,Hoạt động sáng tạo tại Bảo tàng Hà Nội,trai_nghiem_hoat_dong_sang_tao_ve_van_hoa_ha_noi,,,,approved
ACTIVITY_000051,Bảo tồn và phát huy di sản Thăng Long - Hà Nội,Activity,,Bảo quản và phát huy hiện vật lịch sử Hà Nội,bao_ton_va_phat_huy_di_san_thang_long_ha_noi,,,,approved
ADDRESS_000033,"Đường Phạm Hùng, phường Từ Liêm, thành phố Hà Nội",Address,,"Phạm Hùng, Từ Liêm, Hà Nội",duong_pham_hung_phuong_tu_liem_thanh_pho_ha_noi,,,,approved
ADMIN_000002,Thành phố Hà Nội,AdministrativeArea,city,Hà Nội,thanh_pho_ha_noi,,,,approved
ADMIN_000018,Phường Từ Liêm,AdministrativeArea,ward,,phuong_tu_liem,,,,approved
ARCH_000282,Tòa nhà Bảo tàng Hà Nội,Architecture,,Công trình Bảo tàng Hà Nội tại Phạm Hùng,toa_nha_bao_tang_ha_noi,,,,approved
ARCH_000283,Hệ thống trưng bày thường xuyên,Architecture,,Trưng bày thường xuyên Bảo tàng Hà Nội,he_thong_trung_bay_thuong_xuyen,,,,approved
ARCH_000284,Không gian trưng bày chuyên đề,Architecture,,Trưng bày chuyên đề,khong_gian_trung_bay_chuyen_de,,,,approved
ARCH_000285,Không gian trưng bày 3D,Architecture,,Trưng bày số 3D,khong_gian_trung_bay_3d,,,,approved
ARCH_000286,Không gian hoạt động sáng tạo,Architecture,,Không gian trải nghiệm sáng tạo,khong_gian_hoat_dong_sang_tao,,,,approved
CATEGORY_000010,Bảo tàng lịch sử và văn hóa Hà Nội,TourismCategory,,Bảo tàng lịch sử - văn hóa|Bảo tàng về Thăng Long - Hà Nội,bao_tang_lich_su_va_van_hoa_ha_noi,,,,approved
EVENT_000066,Thành lập Bảo tàng Hà Nội,Event,,,thanh_lap_bao_tang_ha_noi,,,,approved
EVENT_000067,Khởi công xây dựng trụ sở mới Bảo tàng Hà Nội,Event,,,khoi_cong_xay_dung_tru_so_moi_bao_tang_ha_noi,,,,approved
EVENT_000068,Khánh thành Bảo tàng Hà Nội tại đường Phạm Hùng,Event,,,khanh_thanh_bao_tang_ha_noi_tai_duong_pham_hung,,,,approved
EVENT_000069,Mở cửa trở lại hệ thống trưng bày Bảo tàng Hà Nội,Event,,,mo_cua_tro_lai_he_thong_trung_bay_bao_tang_ha_noi,,,,approved
