edge_id,source_id,relation,target_id,evidence_ids,confidence,valid_from,valid_to,qualifiers_json,review_status
EDGE_000398,PLACE_000010,HAS_ADDRESS,ADDRESS_000007,EVD_000219,0.95,,,"{""source_datasets"":[""khu_di_tich_ho_chi_minh_phu_chu_tich""],""verification"":""web_source_checked"",""address_scope"":""official_contact_address_cong_do"",""administrative_note"":""Giữ Ba Đình đúng cách ghi của nguồn; không tự xác định là phường hay quận hiện hành.""}",approved
EDGE_000399,PLACE_000010,LOCATED_IN,ADMIN_000002,EVD_000219,0.95,,,"{""source_datasets"":[""khu_di_tich_ho_chi_minh_phu_chu_tich""],""verification"":""web_source_checked""}",approved
EDGE_000400,PLACE_000010,ASSOCIATED_WITH_PERSON,PERSON_000024,EVD_000223,0.95,,,"{""source_datasets"":[""khu_di_tich_ho_chi_minh_phu_chu_tich""],""verification"":""web_source_checked""}",approved
EDGE_000401,PLACE_000010,HAS_COMPONENT,ARCH_000078,EVD_000220,0.95,,,"{""source_datasets"":[""khu_di_tich_ho_chi_minh_phu_chu_tich""],""verification"":""web_source_checked""}",approved
EDGE_000402,PLACE_000010,HAS_COMPONENT,ARCH_000079,EVD_000223,0.95,,,"{""source_datasets"":[""khu_di_tich_ho_chi_minh_phu_chu_tich""],""verification"":""web_source_checked""}",approved
EDGE_000403,PLACE_000010,HAS_COMPONENT,ARCH_000080,EVD_000225,0.95,,,"{""source_datasets"":[""khu_di_tich_ho_chi_minh_phu_chu_tich""],""verification"":""web_source_checked""}",approved
EDGE_000404,ARCH_000078,HAS_COMPONENT,ARCH_000081,EVD_000221,0.95,,,"{""source_datasets"":[""khu_di_tich_ho_chi_minh_phu_chu_tich""],""verification"":""web_source_checked""}",approved
EDGE_000405,ARCH_000078,HAS_COMPONENT,ARCH_000082,EVD_000221,0.95,,,"{""source_datasets"":[""khu_di_tich_ho_chi_minh_phu_chu_tich""],""verification"":""web_source_checked""}",approved
EDGE_000406,ARCH_000078,HAS_COMPONENT,ARCH_000083,EVD_000221,0.95,,,"{""source_datasets"":[""khu_di_tich_ho_chi_minh_phu_chu_tich""],""verification"":""web_source_checked""}",approved
EDGE_000407,PLACE_000010,HAS_COMPONENT,ARCH_000084,EVD_000230,0.95,,,"{""source_datasets"":[""khu_di_tich_ho_chi_minh_phu_chu_tich""],""verification"":""web_source_checked""}",approved
EDGE_000408,ARCH_000084,HAS_MEASUREMENT,VALUE_000045,EVD_000230,0.95,,,"{""source_datasets"":[""khu_di_tich_ho_chi_minh_phu_chu_tich""],""verification"":""web_source_checked"",""measurement_kind"":""area"",""measurement_type"":""area"",""approximate"":true}",approved
EDGE_000409,ARCH_000082,HAS_COMPONENT,HOBJ_000015,EVD_000222,0.95,,,"{""source_datasets"":[""khu_di_tich_ho_chi_minh_phu_chu_tich""],""verification"":""web_source_checked""}",approved
EDGE_000410,ARCH_000083,HAS_COMPONENT,HOBJ_000016,EVD_000222,0.95,,,"{""source_datasets"":[""khu_di_tich_ho_chi_minh_phu_chu_tich""],""verification"":""web_source_checked""}",approved
EDGE_000411,ARCH_000083,HAS_COMPONENT,HOBJ_000017,EVD_000222,0.95,,,"{""source_datasets"":[""khu_di_tich_ho_chi_minh_phu_chu_tich""],""verification"":""web_source_checked""}",approved
EDGE_000412,ARCH_000080,HAS_COMPONENT,HOBJ_000018,EVD_000228,0.95,,,"{""source_datasets"":[""khu_di_tich_ho_chi_minh_phu_chu_tich""],""verification"":""web_source_checked""}",approved
EDGE_000413,ARCH_000080,HAS_COMPONENT,HOBJ_000019,EVD_000228,0.95,,,"{""source_datasets"":[""khu_di_tich_ho_chi_minh_phu_chu_tich""],""verification"":""web_source_checked""}",approved
EDGE_000414,ARCH_000080,HAS_COMPONENT,HOBJ_000020,EVD_000228,0.95,,,"{""source_datasets"":[""khu_di_tich_ho_chi_minh_phu_chu_tich""],""verification"":""web_source_checked""}",approved
EDGE_000415,ARCH_000078,ASSOCIATED_WITH_PERSON,PERSON_000024,EVD_000220,0.95,,,"{""source_datasets"":[""khu_di_tich_ho_chi_minh_phu_chu_tich""],""verification"":""web_source_checked""}",approved
EDGE_000416,ARCH_000079,ASSOCIATED_WITH_PERSON,PERSON_000024,EVD_000223,0.95,,,"{""source_datasets"":[""khu_di_tich_ho_chi_minh_phu_chu_tich""],""verification"":""web_source_checked""}",approved
