node_id,canonical_name,type,admin_level,aliases,normalized_key,numeric_value,unit,value_kind,review_status
ACTIVITY_000005,Xem trưng bày hiện vật,Activity,,Tham quan nhà trưng bày,xem_trung_bay_hien_vat,,,,approved
ACTIVITY_000010,"Tham quan, nghiên cứu và học tập",Activity,,Tham quan và nghiên cứu di tích,tham_quan_nghien_cuu_va_hoc_tap,,,,approved
ADDRESS_000034,"Số 19 phố Ngọc Hà, phường Ba Đình, thành phố Hà Nội",Address,,"19 Ngọc Hà, Ba Đình, Hà Nội",so_19_pho_ngoc_ha_phuong_ba_dinh_thanh_pho_ha_noi,,,,approved
ADMIN_000001,Phường Ba Đình,AdministrativeArea,ward,,phuong_ba_dinh,,,,approved
ADMIN_000002,Thành phố Hà Nội,AdministrativeArea,city,Hà Nội,thanh_pho_ha_noi,,,,approved
ARCH_000287,Tòa nhà Bảo tàng Hồ Chí Minh,Architecture,,Công trình Bảo tàng Hồ Chí Minh,toa_nha_bao_tang_ho_chi_minh,,,,approved
ARCH_000288,Gian mở đầu Bảo tàng Hồ Chí Minh,Architecture,,Gian long trọng,gian_mo_dau_bao_tang_ho_chi_minh,,,,approved
ARCH_000289,Phần trưng bày tiểu sử Chủ tịch Hồ Chí Minh,Architecture,,Trưng bày tiểu sử Hồ Chí Minh,phan_trung_bay_tieu_su_chu_tich_ho_chi_minh,,,,approved
ARCH_000290,Phần trưng bày về đất nước và nhân dân Việt Nam,Architecture,,Trưng bày lịch sử cách mạng Việt Nam,phan_trung_bay_ve_dat_nuoc_va_nhan_dan_viet_nam,,,,approved
ARCH_000291,Phần trưng bày lịch sử thế giới,Architecture,,Trưng bày các sự kiện lịch sử thế giới,phan_trung_bay_lich_su_the_gioi,,,,approved
ARCH_000292,Nhóm gian chuyên đề lịch sử thế giới,Architecture,,Tám gian chuyên đề,nhom_gian_chuyen_de_lich_su_the_gioi,,,,approved
ARCH_000293,Gian tưởng niệm Chủ tịch Hồ Chí Minh,Architecture,,Gian tưởng niệm Bác Hồ,gian_tuong_niem_chu_tich_ho_chi_minh,,,,approved
ASTYLE_000018,Kiến trúc biểu tượng bông sen trắng,ArchitecturalStyle,,Hình khối bông sen trắng|Khối vuông vát góc,kien_truc_bieu_tuong_bong_sen_trang,,,,approved
CATEGORY_000011,Bảo tàng lưu niệm danh nhân,TourismCategory,,Bảo tàng tưởng niệm Chủ tịch Hồ Chí Minh,bao_tang_luu_niem_danh_nhan,,,,approved
EVENT_000071,Thành lập Ban Phụ trách xây dựng Bảo tàng Hồ Chí Minh,Event,,Bắt đầu chuẩn bị xây dựng Bảo tàng Hồ Chí Minh,thanh_lap_ban_phu_trach_xay_dung_bao_tang_ho_chi_minh,,,,approved
