evidence_id,source_id,primary_place_id,topic,normalized_text,text_kind,review_status
EVD_000376,SRC_000133,PLACE_000023,address,"Đền Bạch Mã hiện tọa lạc duy nhất tại số 76 phố Hàng Buồm, phường Hoàn Kiếm, thành phố Hà Nội.",normalized_summary,approved
EVD_000377,SRC_000133,PLACE_000023,location_and_category,"Đền Bạch Mã nằm trong khu phố cổ Hà Nội, là không gian văn hóa - tín ngưỡng và giữ vị trí trấn Đông trong hệ thống Thăng Long Tứ trấn.",normalized_summary,approved
EVD_000378,SRC_000131,PLACE_000023,foundation,"Tài liệu lịch sử được giới thiệu tại tọa đàm khoa học cho biết Đền Bạch Mã được khởi dựng dưới thời nhà Đường, khi Cao Biền xây La Thành vào năm 866.",normalized_summary,approved
EVD_000379,SRC_000135,PLACE_000023,foundation_legend,"Theo ghi chép và truyền thuyết được Bảo tàng Lịch sử Quốc gia giới thiệu, sau sự kiện trấn yểm không thành, Cao Biền đã lập đền thờ thần Long Đỗ tại khu vực thành Đại La.",normalized_summary,approved
EVD_000380,SRC_000131,PLACE_000023,reconstruction,"Sau khi Lý Công Uẩn dời đô từ Hoa Lư ra xây thành Thăng Long năm 1010, Đền Bạch Mã được xây dựng lại.",normalized_summary,approved
EVD_000381,SRC_000134,PLACE_000023,architecture,"Đợt tu bổ tổng thể Đền Bạch Mã gồm Nghi môn, Phương đình, Tiền tế và Hậu cung; kiến trúc hiện nay mang dấu ấn thế kỷ XIX thời Nguyễn, có bố cục chữ tam, phương đình tám mái và hệ mái hình vỏ cua liên kết các hạng mục.",normalized_summary,approved
EVD_000382,SRC_000130,PLACE_000023,heritage_objects,"Đền Bạch Mã lưu giữ tượng thần Long Đỗ có niên đại thế kỷ XVII, 18 bia đá cổ, 17 đạo sắc phong thời Nguyễn và tượng ngựa trắng bằng gỗ tượng trưng cho thần Bạch Mã.",normalized_summary,approved
EVD_000383,SRC_000133,PLACE_000023,architecture,"Phía sau Đền Bạch Mã có một giếng cổ, được giới thiệu là một trong số ít giếng cổ còn lại trong khu phố cổ Hà Nội.",normalized_summary,approved
EVD_000384,SRC_000129,PLACE_000023,renovation,"Nhiều hiện vật mang phong cách nghệ thuật cuối thế kỷ XVII tại Đền Bạch Mã được cho là đã được bổ sung trong đợt tu bổ năm Chính Hòa thứ 8, tức năm 1687.",normalized_summary,approved
EVD_000385,SRC_000134,PLACE_000023,renovation,"Ủy ban nhân dân quận Hoàn Kiếm quyết định đầu tư tu bổ, tôn tạo tổng thể Đền Bạch Mã từ tháng 6 năm 2019; công trình cơ bản hoàn thành vào dịp kỷ niệm 1010 năm Thăng Long - Hà Nội tháng 10 năm 2020.",normalized_summary,approved
EVD_000386,SRC_000130,PLACE_000023,recognition,"Ngày 18 tháng 1 năm 2022, Thủ tướng Chính phủ ký Quyết định số 93/QĐ-TTg xếp hạng Di tích lịch sử và kiến trúc nghệ thuật Thăng Long Tứ trấn, trong đó có Đền Bạch Mã, là Di tích quốc gia đặc biệt.",normalized_summary,approved
EVD_000387,SRC_000132,PLACE_000023,festival,Lễ hội Đền Bạch Mã diễn ra hằng năm vào ngày 12 và 13 tháng Hai âm lịch để tưởng nhớ công ơn của thần Long Đỗ.,normalized_summary,approved
EVD_000388,SRC_000132,PLACE_000023,activity,"Hoạt động của lễ hội Đền Bạch Mã có tế lễ, dâng hương, rước kiệu, múa rồng, tiến Xuân Ngưu và biểu diễn nghệ thuật dân tộc.",normalized_summary,approved
EVD_000389,SRC_000130,PLACE_000023,worship,"Đền Bạch Mã thờ thần Long Đỗ, vị thần được coi là Thành hoàng Thăng Long và trấn giữ phía Đông kinh thành.",normalized_summary,approved
