evidence_id,source_id,primary_place_id,topic,normalized_text,text_kind,review_status
EVD_000402,SRC_000142,PLACE_000025,address,"Cổng thông tin phường Văn Miếu - Quốc Tử Giám ghi địa chỉ hiện hành duy nhất của Đền Kim Liên là số 148 phố Kim Hoa, phường Văn Miếu - Quốc Tử Giám, thành phố Hà Nội.",normalized_summary,approved
EVD_000403,SRC_000141,PLACE_000025,identity_and_category,"Đền Kim Liên, còn gọi là Đình Kim Liên hoặc Đền Cao Sơn, là di tích lịch sử - văn hóa và cơ sở thờ thần Cao Sơn Đại Vương, giữ vai trò trấn phía Nam kinh thành Thăng Long.",normalized_summary,approved
EVD_000404,SRC_000141,PLACE_000025,location_and_landscape,"Đền Kim Liên được xây trên gò đất cao, cách La Thành khoảng 100 m về phía Đông đầm Kim Liên xưa; cổng và chính điện hướng về phía Tây.",normalized_summary,approved
EVD_000405,SRC_000143,PLACE_000025,foundation,"Năm 1509, vua Lê Tương Dực cho xây dựng Đền Kim Liên để thờ thần Cao Sơn Đại Vương; di tích trở thành trấn phía Nam của kinh thành Thăng Long.",normalized_summary,approved
EVD_000406,SRC_000141,PLACE_000025,architecture_components,"Khu phía trước có Nghi môn Ngoại, hai dãy Tả - Hữu vu, sân, hồ bán nguyệt và giếng ngọc; khu kiến trúc cổ trên gò gồm Nghi môn Nội, Đại bái, Hậu cung, nhà Mẫu, bia thần tích và sân vườn.",normalized_summary,approved
EVD_000407,SRC_000141,PLACE_000025,steps_and_material,"Hai khu kiến trúc được nối bằng chín bậc cao xây bằng gạch vồ thời Lê Trung Hưng, loại gạch đất nung có kích thước lớn và dày.",normalized_summary,approved
EVD_000408,SRC_000129,PLACE_000025,architectural_style,"Kiến trúc Đền Kim Liên mang dấu ấn rõ nét của nghệ thuật thời Nguyễn; Nghi môn xây kiểu tường hồi bít đốc, còn Đại bái được tôn tạo theo kiểu dáng kiến trúc truyền thống.",normalized_summary,approved
EVD_000409,SRC_000141,PLACE_000025,worship,Đền chính thờ Cao Sơn Đại Vương và phối thờ Thủy Tinh công chúa cùng Huệ Minh phu nhân.,normalized_summary,approved
EVD_000410,SRC_000141,PLACE_000025,stele,"Bia đá Cao Sơn Đại Vương thần từ bi minh tịnh tự do sử thần Lê Tung soạn năm Canh Ngọ, niên hiệu Hồng Thuận thứ 3 (1510), ghi công thần Cao Sơn và lịch sử của di tích.",normalized_summary,approved
EVD_000411,SRC_000141,PLACE_000025,royal_decrees,"Theo hồ sơ giới thiệu năm 2026, Đền Kim Liên hiện lưu giữ 33 đạo sắc phong cho thần Cao Sơn, gồm 22 sắc thời Lê và 11 sắc thời Nguyễn, cùng 5 bản sao sắc phong.",normalized_summary,approved
EVD_000412,SRC_000141,PLACE_000025,renovation,"Đền Kim Liên được tu bổ, tôn tạo quy mô trong giai đoạn 2008-2010 để chuẩn bị kỷ niệm 1000 năm Thăng Long - Hà Nội.",normalized_summary,approved
EVD_000413,SRC_000143,PLACE_000025,festival,"Lễ hội Đền Kim Liên được tổ chức hằng năm vào ngày 16 tháng Ba âm lịch, ngày sinh Đức thần Cao Sơn, với nghi lễ, rước kiệu và các trò chơi dân gian truyền thống.",normalized_summary,approved
EVD_000414,SRC_000141,PLACE_000025,death_anniversary,"Hằng năm vào ngày 12 tháng Tám âm lịch, ngày hóa của Đức thần Cao Sơn, Đền Kim Liên tổ chức tế lễ và dâng hương tưởng niệm.",normalized_summary,approved
EVD_000415,SRC_000115,PLACE_000025,recognition,"Ngày 18 tháng 1 năm 2022, Thủ tướng Chính phủ ký Quyết định số 93/QĐ-TTg xếp hạng Di tích lịch sử và kiến trúc nghệ thuật Thăng Long tứ trấn, gồm Đền Kim Liên, là Di tích quốc gia đặc biệt.",normalized_summary,approved
EVD_000416,SRC_000141,PLACE_000025,community_role,"Trong lịch sử, Đền Kim Liên được dùng làm trung tâm giải quyết và tổ chức những việc lớn của làng, vì vậy mang thêm chức năng của một ngôi đình và được gọi là Đình Kim Liên.",normalized_summary,approved
