evidence_id,source_id,primary_place_id,topic,normalized_text,text_kind,review_status
EVD_000417,SRC_000144,PLACE_000026,address,"Cổng thông tin phường Hai Bà Trưng ghi địa chỉ hiện hành duy nhất của Di tích Đền - Chùa - Đình Hai Bà Trưng là số 12 phố Hương Viên, phường Hai Bà Trưng, thành phố Hà Nội.",normalized_summary,approved
EVD_000418,SRC_000145,PLACE_000026,identity_and_category,"Đền Đồng Nhân là tên gọi khác của Đền Hai Bà Trưng, một di tích lịch sử, kiến trúc và cơ sở tín ngưỡng thờ Trưng Trắc, Trưng Nhị tại phố Hương Viên.",normalized_summary,approved
EVD_000419,SRC_000145,PLACE_000026,foundation,"Theo sử liệu, năm Đại Định thứ 3 (1142), vua Lý Anh Tông truyền lập Đền Hai Bà Trưng tại bãi sông của làng Đồng Nhân.",normalized_summary,approved
EVD_000420,SRC_000146,PLACE_000026,relocation,"Năm Gia Long thứ 18 (1819), do bãi Đồng Nhân bị xói lở, dân làng di dời đền tới khu Cựu Võ Sở của triều Lê ở thôn Hương Viên, là vị trí hiện nay.",normalized_summary,approved
EVD_000421,SRC_000145,PLACE_000026,architecture,"Đền có diện tích khoảng 4.000 m², mang kiến trúc nội Công ngoại Quốc; phía trước có hồ bán nguyệt, nghi môn bốn trụ, phương đình hai tầng tám mái, tiền tế bảy gian, tòa thiêu hương và hậu cung.",normalized_summary,approved
EVD_000422,SRC_000145,PLACE_000026,interior_objects,"Tiền tế đặt đôi tượng voi gỗ sơn đen gắn ngà; tòa thiêu hương có ngai thờ và bức khảm Hai Bà cưỡi voi; hậu cung đặt tượng Trưng Trắc, Trưng Nhị cùng tượng các nữ tướng.",normalized_summary,approved
EVD_000423,SRC_000147,PLACE_000026,heritage_objects,"Đền lưu giữ bộ sắc phong của các triều Lê và Nguyễn, hai pho tượng thờ Hai Bà, hai bia đá cổ, hai bộ kiệu thời Nguyễn cùng nhiều đồ thờ sơn son thếp vàng.",normalized_summary,approved
EVD_000424,SRC_000146,PLACE_000026,stele,"Bia Trưng Vương sự tích bi ký đặt trước bái đường, do tiến sĩ Vũ Tông Phan soạn năm Minh Mệnh thứ 21 (1840), ca ngợi công trạng và khí tiết của Hai Bà Trưng.",normalized_summary,approved
EVD_000425,SRC_000146,PLACE_000026,festival,"Hội Đền Đồng Nhân diễn ra từ chiều mùng 4 đến hết ngày 7 tháng Hai âm lịch, chính hội ngày 5 và 6; các hoạt động gồm rước nước, tế lễ, biểu diễn tái hiện Hai Bà cưỡi voi, đấu vật, múa roi và múa sư tử.",normalized_summary,approved
EVD_000426,SRC_000146,PLACE_000026,water_ritual,"Trong lễ hội, nước được rước từ sông Hồng về nấu với trầm hương để thực hiện lễ Mộc dục, tức lễ tắm tượng Hai Bà Trưng.",normalized_summary,approved
EVD_000427,SRC_000148,PLACE_000026,recognition,"Ngày 31 tháng 12 năm 2019, Thủ tướng Chính phủ ký Quyết định số 1954/QĐ-TTg xếp hạng Di tích kiến trúc nghệ thuật Đền - Chùa - Đình Hai Bà Trưng là Di tích quốc gia đặc biệt.",normalized_summary,approved
EVD_000428,SRC_000149,PLACE_000026,tourism_point,"Ủy ban nhân dân thành phố Hà Nội công nhận Di tích quốc gia đặc biệt Đền, Chùa, Đình Hai Bà Trưng tại số 12 phố Hương Viên là điểm du lịch của thành phố.",normalized_summary,approved
