evidence_id,source_id,primary_place_id,topic,normalized_text,text_kind,review_status
EVD_000107,SRC_000038,PLACE_000005,location,"Di tích Nhà tù Hỏa Lò có địa chỉ tại số 1 phố Hỏa Lò, phường Cửa Nam, thành phố Hà Nội.",normalized_summary,approved
EVD_000108,SRC_000038,PLACE_000005,location,Di tích Nhà tù Hỏa Lò nằm tại phường Cửa Nam.,normalized_summary,approved
EVD_000109,SRC_000038,PLACE_000005,location,Di tích Nhà tù Hỏa Lò nằm tại thành phố Hà Nội.,normalized_summary,approved
EVD_000110,SRC_000041,PLACE_000005,classification,Nhà tù Hỏa Lò được giới thiệu và xếp hạng theo loại hình di tích lịch sử.,normalized_summary,approved
EVD_000111,SRC_000038,PLACE_000005,construction,Nhà tù Hỏa Lò được chính quyền thực dân Pháp xây dựng năm 1896.,normalized_summary,approved
EVD_000112,SRC_000038,PLACE_000005,construction,Nhà tù Hỏa Lò do chính quyền thực dân Pháp xây dựng.,normalized_summary,approved
EVD_000113,SRC_000041,PLACE_000005,recognition,Nhà tù Hỏa Lò được công nhận là di tích lịch sử quốc gia.,normalized_summary,approved
EVD_000114,SRC_000041,PLACE_000005,recognition,Nhà tù Hỏa Lò được công nhận là di tích lịch sử ngày 18 tháng 6 năm 1997 theo Quyết định 1543-QĐ/VH.,normalized_summary,approved
EVD_000115,SRC_000040,PLACE_000005,management,"Ban Quản lý Di tích Nhà tù Hỏa Lò là đơn vị trực tiếp quản lý, bảo quản và trưng bày tài liệu, hiện vật của di tích.",normalized_summary,approved
EVD_000116,SRC_000038,PLACE_000005,measurement,Tổng diện tích Nhà tù Trung ương và các đường lân cận dẫn đến nhà tù là 12.908 m².,normalized_summary,approved
EVD_000117,SRC_000042,PLACE_000005,measurement,Phần còn lại của Nhà tù Hỏa Lò được bảo tồn và xếp hạng có diện tích 2.434 m².,normalized_summary,approved
EVD_000118,SRC_000039,PLACE_000005,architecture,Thiết kế Nhà tù Hỏa Lò có một nhà dùng cho việc canh gác.,normalized_summary,approved
EVD_000119,SRC_000039,PLACE_000005,architecture,Thiết kế Nhà tù Hỏa Lò có hai nhà dùng làm bệnh xá.,normalized_summary,approved
EVD_000120,SRC_000039,PLACE_000005,architecture,Thiết kế Nhà tù Hỏa Lò có hai nhà dùng để giam bị can.,normalized_summary,approved
EVD_000121,SRC_000039,PLACE_000005,architecture,Thiết kế Nhà tù Hỏa Lò có một nhà dùng làm phân xưởng.,normalized_summary,approved
EVD_000122,SRC_000039,PLACE_000005,architecture,Thiết kế Nhà tù Hỏa Lò có năm nhà dùng để giam tù nhân.,normalized_summary,approved
EVD_000123,SRC_000041,PLACE_000005,architecture,Khu di tích có Đài tưởng niệm Nhà tù Hỏa Lò.,normalized_summary,approved
EVD_000124,SRC_000043,PLACE_000005,exhibition,Hai phòng trưng bày tại di tích giới thiệu cuộc sống của tù binh phi công Mỹ ở Hỏa Lò.,normalized_summary,approved
