evidence_id,source_id,primary_place_id,topic,normalized_text,text_kind,review_status
EVD_000831,SRC_000295,PLACE_000068,identity_and_main_address,"Công viên Thanh Xuân còn được gọi là Công viên hồ điều hòa Nhân Chính; cổng chính của công viên hướng ra đường Hoàng Minh Giám, phường Thanh Xuân, thành phố Hà Nội.",normalized_summary,approved
EVD_000832,SRC_000292,PLACE_000068,construction_and_public_opening,Công viên hồ điều hòa Nhân Chính được khởi công ngày 8 tháng 5 năm 2016 và chính thức mở cửa đón khách ngày 10 tháng 9 năm 2018.,normalized_summary,approved
EVD_000833,SRC_000292,PLACE_000068,total_area_and_location,"Công viên hồ điều hòa Nhân Chính được xây dựng trên khu đất rộng khoảng 13,2 ha thuộc phường Nhân Chính, quận Thanh Xuân và một phần phường Trung Hòa, quận Cầu Giấy.",normalized_summary,approved
EVD_000834,SRC_000292,PLACE_000068,functional_zones_and_measurements,"Công viên Thanh Xuân gồm Hồ điều hòa Nhân Chính rộng khoảng 8 ha và Khu công viên cây xanh Công viên Thanh Xuân cùng hạ tầng kỹ thuật, đường dạo rộng khoảng 5,23 ha.",normalized_summary,approved
EVD_000835,SRC_000292,PLACE_000068,lake_fountain,Giữa Hồ điều hòa Nhân Chính có Đài phun nước nghệ thuật kết hợp với hệ thống chiếu sáng bằng đèn LED.,normalized_summary,approved
EVD_000836,SRC_000294,PLACE_000068,landscape_components,"Các hạng mục cảnh quan của Công viên Thanh Xuân gồm Hệ thống đường dạo quanh hồ, Quảng trường trung tâm, Đài phun nước nghệ thuật, Khu vui chơi giải trí và khu đỗ xe.",normalized_summary,approved
EVD_000837,SRC_000292,PLACE_000068,auxiliary_components,"Các công trình phụ trợ của Công viên Thanh Xuân gồm Nhà thuyền, Bến tàu, nhà chòi nghỉ và các cụm tiểu cảnh Công viên Thanh Xuân.",normalized_summary,approved
EVD_000838,SRC_000293,PLACE_000068,technical_components,"Các hạng mục của dự án Công viên hồ điều hòa Nhân Chính gồm Hồ điều hòa Nhân Chính, Trạm bơm, Khu công viên cây xanh và Nhà điều hành hai tầng.",normalized_summary,approved
EVD_000839,SRC_000292,PLACE_000068,tree_counts,"Công viên Thanh Xuân có hơn 1.300 cây, trong đó có 628 cây thân gỗ gồm các loài như muồng hoàng yến, phượng, sấu, xoài, hoàng lan và hoa anh đào.",normalized_summary,approved
EVD_000840,SRC_000292,PLACE_000068,visitor_activities,"Công viên Thanh Xuân phục vụ người dân nghỉ ngơi và thư giãn, vui chơi và giải trí, tổ chức hoạt động lễ hội và tập thể dục thể thao.",normalized_summary,approved
EVD_000841,SRC_000294,PLACE_000068,walking_paths_use,Hệ thống đường dạo quanh hồ Công viên Thanh Xuân được bố trí để người dân đi bộ và dạo quanh hồ.,normalized_summary,approved
EVD_000842,SRC_000292,PLACE_000068,component_uses,"Khu công viên cây xanh Công viên Thanh Xuân phục vụ nghỉ ngơi thư giãn và tập thể dục thể thao; Quảng trường trung tâm phục vụ vui chơi, giải trí và hoạt động lễ hội; Khu vui chơi giải trí Công viên Thanh Xuân phục vụ hoạt động vui chơi và giải trí.",normalized_summary,approved
EVD_000843,SRC_000294,PLACE_000068,lake_environmental_function,"Hồ điều hòa Nhân Chính có diện tích mặt nước khoảng 8 ha và có công năng điều hòa không khí khu vực, góp phần tạo môi trường trong lành, tươi mát.",normalized_summary,approved
EVD_000844,SRC_000292,PLACE_000068,sidewalk_material,Vỉa hè phía đường Hoàng Minh Giám của Công viên Thanh Xuân được hoàn thiện bằng đá ốp để người dân đi lại sạch sẽ và thuận tiện.,normalized_summary,approved
EVD_000845,SRC_000292,PLACE_000068,park_categories,Công viên Thanh Xuân là công viên công cộng kết hợp hồ điều hòa và khu không gian cây xanh phục vụ cộng đồng.,normalized_summary,approved
EVD_000846,SRC_000292,PLACE_000068,project_owner,Ủy ban nhân dân quận Thanh Xuân là chủ đầu tư dự án xây dựng Công viên hồ điều hòa Nhân Chính.,normalized_summary,approved
EVD_000847,SRC_000293,PLACE_000068,construction_contractors,"Liên danh Công ty Cổ phần Đầu tư và Xây dựng Thành Nam, Công ty Cổ phần Đầu tư và Xây lắp Constrexim số 8 và Công ty TNHH Xây dựng và Môi trường ECO trúng gói thầu thi công xây dựng và lắp đặt thiết bị của Công viên hồ điều hòa Nhân Chính.",normalized_summary,approved
EVD_000848,SRC_000294,PLACE_000068,person_role_and_project_association,"Trong sự kiện hoàn thiện Công viên hồ điều hòa Nhân Chính vào tháng 8 năm 2018, Lê Hồng Thắng giữ vai trò Giám đốc Ban Quản lý dự án quận Thanh Xuân và cung cấp thông tin về các hạng mục còn lại của dự án.",normalized_summary,approved
EVD_000849,SRC_000294,PLACE_000068,person_role_and_project_association,"Trong sự kiện hoàn thiện Công viên hồ điều hòa Nhân Chính vào tháng 8 năm 2018, Đặng Hồng Thái giữ vai trò Phó Chủ tịch Ủy ban nhân dân quận Thanh Xuân và giải thích các nguyên nhân làm chậm tiến độ dự án.",normalized_summary,approved
