evidence_id,source_id,primary_place_id,topic,normalized_text,text_kind,review_status
EVD_000147,SRC_000048,PLACE_000006,location,"Di tích Gò Đống Đa có địa chỉ tại số 4 Đặng Tiến Đông, phường Đống Đa, thành phố Hà Nội.",normalized_summary,approved
EVD_000148,SRC_000048,PLACE_000006,location,Di tích Gò Đống Đa thuộc phường Đống Đa.,normalized_summary,approved
EVD_000149,SRC_000048,PLACE_000006,location,Di tích Gò Đống Đa nằm tại thành phố Hà Nội.,normalized_summary,approved
EVD_000150,SRC_000046,PLACE_000006,classification,Gò Đống Đa là một di tích lịch sử gắn với chiến thắng Ngọc Hồi – Đống Đa.,normalized_summary,approved
EVD_000151,SRC_000055,PLACE_000006,management,Ban Quản lý Công viên Văn hóa Đống Đa là đơn vị quản lý Di tích quốc gia đặc biệt Gò Đống Đa.,normalized_summary,approved
EVD_000152,SRC_000050,PLACE_000006,recognition,Gò Đống Đa được xếp hạng là Di tích quốc gia đặc biệt.,normalized_summary,approved
EVD_000153,SRC_000050,PLACE_000006,recognition,Thủ tướng Chính phủ xếp hạng Gò Đống Đa là Di tích quốc gia đặc biệt ngày 24 tháng 12 năm 2018.,normalized_summary,approved
EVD_000154,SRC_000047,PLACE_000006,measurement,"Sau đợt tu bổ năm 2010, quần thể Gò Đống Đa có tổng diện tích hơn 22.120,8 m².",normalized_summary,approved
EVD_000155,SRC_000046,PLACE_000006,person,Gò Đống Đa gắn với chiến thắng do Hoàng đế Quang Trung – Nguyễn Huệ chỉ huy mùa xuân năm 1789.,normalized_summary,approved
EVD_000156,SRC_000053,PLACE_000006,person,Đền thờ trong quần thể Gò Đống Đa có ban thờ Bắc cung Hoàng hậu Lê Ngọc Hân.,normalized_summary,approved
EVD_000157,SRC_000051,PLACE_000006,person,"Gò Đống Đa gắn với trận đánh tại Khương Thượng, nơi tướng Thanh Sầm Nghi Đống thất trận.",normalized_summary,approved
EVD_000158,SRC_000046,PLACE_000006,history,Di tích Gò Đống Đa gắn với chiến thắng của nghĩa quân Tây Sơn.,normalized_summary,approved
EVD_000159,SRC_000046,PLACE_000006,history,Di tích Gò Đống Đa ghi dấu cuộc đại phá quân Thanh năm 1789.,normalized_summary,approved
EVD_000160,SRC_000046,PLACE_000006,history,Gò Đống Đa là một trong các bãi chiến trường của trận đại phá quân Thanh mùa xuân Kỷ Dậu 1789.,normalized_summary,approved
EVD_000161,SRC_000052,PLACE_000006,festival,Lễ hội Gò Đống Đa được tổ chức hằng năm tại di tích để tưởng niệm chiến thắng và Hoàng đế Quang Trung.,normalized_summary,approved
